Lake_ID,Lake.Name,STN,Site.ID,Latitude,Longitude,Year,meanTP_yearly,Secchi.depth_avg
289,BAT LAKE,7038,1,44.93333333,-78.68388889,2009,15.75,2.9
290,BAT LAKE,7038,1,44.93333333,-78.68388889,2010,14.1,2.6
291,BAT LAKE,7038,1,44.93333333,-78.68388889,2011,16.3,3.5
292,BAT LAKE,7038,1,44.93333333,-78.68388889,2012,16.4,4.4
293,BAT LAKE,7038,1,44.93333333,-78.68388889,2013,15.9,3.2
294,BAT LAKE,7038,1,44.93333333,-78.68388889,2014,15.9,4.1
295,BAT LAKE,7038,1,44.93333333,-78.68388889,2015,17.9,3.8
296,BAT LAKE,7038,1,44.93333333,-78.68388889,2016,10.7,3.1
297,BAT LAKE (BEAR/GROWLER),6003,1,45.14611111,-78.63611111,2013,8.1,3.5
298,BAT LAKE (BEAR/GROWLER),6003,1,45.14611111,-78.63611111,2014,15.8,3.2
299,BAT LAKE (BEAR/GROWLER),6003,1,45.14611111,-78.63611111,2015,11.1,3.3
300,BAT LAKE (BEAR/GROWLER),6003,1,45.14611111,-78.63611111,2016,6.7,3.5
301,BAXTER LAKE,6929,1,44.88333333,-79.75,2004,10.25,3.4
302,BAY LAKE,257,1,45.02638889,-77.86111111,2002,31.75,7.3
303,BAY LAKE,258,1,45.5075,-79.22222222,2002,6.65,5.7
304,BAY LAKE,258,1,45.5075,-79.22222222,2003,5.65,5.4
305,BAY LAKE,258,1,45.5075,-79.22222222,2004,6.15,5.7
306,BAY LAKE,258,1,45.5075,-79.22222222,2005,4.8,5.9
307,BAY LAKE,258,1,45.5075,-79.22222222,2006,5.9,4.5
308,BAY LAKE,258,1,45.5075,-79.22222222,2007,4.75,5.1
309,BAY LAKE,258,1,45.5075,-79.22222222,2009,13.6,4.2
310,BAY LAKE,258,1,45.5075,-79.22222222,2010,6.1,5
311,BAY LAKE,258,1,45.5075,-79.22222222,2011,7.1,4.6
312,BAY LAKE,258,1,45.5075,-79.22222222,2012,6.3,4.7
313,BAY LAKE,258,1,45.5075,-79.22222222,2013,5.7,4.5
314,BAY LAKE,258,1,45.5075,-79.22222222,2014,13.2,3.4
315,BAY LAKE,258,1,45.5075,-79.22222222,2015,6,3.8
316,BAY LAKE,258,1,45.5075,-79.22222222,2016,5.3,4.8
317,BAY LAKE,258,2,45.5025,-79.19777778,2006,5.75,4.4
318,BAY LAKE,258,2,45.5025,-79.19777778,2007,4.2,5.3
